,business_name,user_name,stars,weight
4761,Off The Strip at the LINQ,Krystle,4,7
4762,The Oyster Bar,Scott,5,0
4763,Jaburritos Sushi Burritos,Elizabeth,5,0
4764,Searsucker,Angelica,5,3
4765,Sekushi Japanese Restaurant,Alexis,4,2
4766,Searsucker,Heather,3,11
4767,Fat Bar,Eric,4,136
4768,Sapporo Revolving Sushi,Bryan,5,5
4769,Sapporo Revolving Sushi,An,4,0
4770,Hakkasan Restaurant,Leslie,5,14
4771,Michael Mina Pub 1842,Wink,5,0
4772,The Oyster Bar,Truong,5,23
4773,Gordon Ramsay Pub & Grill,Stefanie,4,0
4774,Gordon Ramsay Pub & Grill,Nataly,2,20
4775,Buffalo Wild Wings,Brynn,4,0
4776,Gordon Ramsay Pub & Grill,Julie,5,0
4777,Spago by Wolfgang Puck,Angela,5,2
4778,Michael Mina Pub 1842,Dan,4,0
4779,808 Sushi,Jill,5,3
4780,Steiner's A Nevada Style Pub,Annemarie,5,6
4781,Hakkasan Restaurant,Kevin,3,5
4782,Sekushi Japanese Restaurant,Nora,5,29
4783,Sapporo Revolving Sushi,Luisa,5,23
4784,Yellowtail by Chef Akira Back,Kiyah,4,0
4785,Gordon Ramsay Pub & Grill,Krista,3,1
4786,Jaburritos Sushi Burritos,Kristy,5,1
4787,Maggiano's Little Italy,Sarah,3,0
4788,Cabo Wabo Cantina,Chris,4,0
4789,Ramen Noodle,Jeffrey,5,4
4790,PT's Gold,Justin,4,12
4791,Bronze Cafe at The Market,Shannon,5,16
4792,Michael Mina Pub 1842,Sunil,4,0
4793,The Oyster Bar,Nadine,5,5
4794,Oyshi Sushi,Mickel,5,5
4795,Winchell's Pub & Grill,William,4,4
4796,The Oyster Bar,Chuck,5,8
4797,7th & Carson,Patrick,4,4
4798,Sapporo Revolving Sushi,Dyanna,4,13
4799,Katsuya,Verlaine,5,3
4800,Sapporo Revolving Sushi,Carolyn,5,5
4801,Vitality Bowls,Jay,5,5
4802,Sapporo Revolving Sushi,Mel,3,4
4803,Kaiseki Yuzu,Jessica,3,10
4804,Cafe Moda,Mel,4,3
4805,Rick's Rollin Smoke BBQ & Tavern,Chuck,4,3
4806,Libertine Social,Timothy,5,0
4807,Lotus of Siam,Kim,4,0
4808,Flock & Fowl,Mark,4,0
4809,Hyde Bellagio,Ryn,4,9
4810,Koi Restaurant,Sharareh,5,2
4811,Yama Sushi,Peter,5,0
4812,Swish,Johnny,4,0
4813,Lotus of Siam,Brigid,5,5
4814,Yard House,Sierra,5,0
4815,Flock & Fowl,Alex,4,0
4816,Stephano's Greek & Mediterranean Grill,Sandy,3,11
4817,Izakaya Go,Lowey,5,4
4818,Smooth Eats,Danny,5,1
4819,Mamma Olivia,Jessica,5,4
4820,Esther's Kitchen,Ching Ching,5,2
4821,PKWY Tavern Tivoli,Mary,1,9
4822,Hokkaido Teppanyaki Steak House,Lei,3,0
4823,Black Tap,Lori,5,3
4824,Flock & Fowl,Diana,3,2
4825,Black Tap,Loren,3,5
4826,Koi Restaurant,Laura,5,3
4828,Eclipse Theaters,Chris,4,3
4829,Yard House,Mike,4,17
4830,Flock & Fowl,Harris,5,1
4831,Black Tap,Stephanie,4,0
4833,Elation Pool,Linette,5,7
4834,Village Pub & Grill,Eunice,5,1
4836,Eclipse Theaters,George,4,6
4838,Yama Sushi,Brent,4,3
4839,Black Tap,Susan,5,120
4841,Mamma Olivia,Justin,5,5
4842,Black Tap,Amber,4,3
4843,Aloha Kitchen & Bar,Jennifer,5,0
4844,Black Tap,Eileen,4,5
4845,Ichabod's Lounge,Courtney,4,1
4846,Tiki Di Amore,Tina,2,4
4847,Distill - A Local Bar,Amber,4,0
4848,Partage,Mary,5,19
4849,Lotus of Siam,Kay,3,4
4850,Yama Sushi,Anita,4,2
4851,Andre's Bistro & Bar,Tina,5,0
4853,Ichabod's Lounge,Susan,5,88
4855,Izakaya Go,Ann,5,0
4856,Beerhaus,Jose,3,0
4857,Flock & Fowl,Jennifer,4,3
4859,Sushiro,Jordan,5,4
4860,Beerhaus,Lauren,1,0
4862,Panevino Italian Grille,Steff,4,15
4863,Lotus of Siam,Alisa,5,3
4864,Hooters,Jasmine,2,0
4865,Yama Sushi,Eliza,3,0
4866,Flock & Fowl,Edgar,3,0
4867,Zest - Bistro & Bar,Tayler,2,6
4868,Lotus of Siam,Tiffany,4,2
4869,Flock & Fowl,Krasti,5,0
4870,Black Tap,Dee,5,0
4871,Flock & Fowl,Lori,2,48
4872,Pour Coffeehouse,Michelle,5,75
4873,Tiki Di Amore,Lauren,4,6
4874,Lotus of Siam,Robelle,5,1
4875,The Capital Grille,Jeff,5,13
4876,Rick's Rollin Smoke BBQ & Tavern,Sulema,3,1
4877,Lotus of Siam,Katrina,5,2
4878,Black Tap,Isaiah,5,16
4879,Yama Sushi,No,3,10
4880,Black Tap,Christine,3,3
4881,Tropical Smoothie Cafe,Angelica,2,2
4882,Sushiro,Brianne,3,10
4884,Yama Sushi,Tony,2,1
4885,Mamma Olivia,Amy,3,11
4886,Foundation Room,Randy,4,38
4887,Village Pub & Poker,Stefany,3,39
4888,The Cuppa,Peaches,4,0
4889,ATF Shisha/Hookah Lounge,Susan,5,73
4890,Tequila Taqueria,Jim,3,2
4891,Rick's Rollin Smoke BBQ & Tavern,Diane,5,0
4892,Flock & Fowl,Steff,4,2
4893,Lotus of Siam,Danny,5,0
4894,Partage,Robert,5,7
4895,Tequila Taqueria,Justin,5,0
4896,Dairy Queen,Jeremy,5,0
4897,Lotus of Siam,Alexis,5,0
4898,Yard House,Gen,1,3
4899,Black Tap,Georgette,5,7
4900,Lotus of Siam,Diane,5,4
4901,Rick's Rollin Smoke BBQ & Tavern,Pili,4,1
4902,Smooth Eats,Karmen,5,2
4903,Koi Restaurant,Felix,5,5
4904,The Cuppa,Dawn,5,4
4905,Black Tap,Richard,4,1
4906,Esther's Kitchen,Steff,5,17
4907,Mamma Olivia,Cortney,3,23
4909,Panevino Italian Grille,Monica,4,4
4912,Black Tap,Corrina,3,2
4913,Black Tap,Daniel,5,1
4914,Esther's Kitchen,Dustin,4,1
4915,Lotus of Siam,Vincent,5,0
4916,Beerhaus,Glenn,4,0
4917,Eclipse Theaters,Brad,5,2
4918,Lotus of Siam,Chris,5,37
4919,Tequila Taqueria,Kevin,3,1
4920,Lotus of Siam,Jessie,5,3
4921,Prosecco Fresh Italian Kitchen,Angela,4,2
4922,Flock & Fowl,Gregg,4,12
4923,Lotus of Siam,Malcolm,4,7
4924,Gilley's,Victoria,4,8
4925,The Capital Grille,Brandon,3,3
4926,Black Tap,Abul,3,0
4927,Beerhaus,Brian,4,0
4928,Flock & Fowl,Khanh,5,1
4929,The Capital Grille,Ken,4,1
4930,Malena's Yogurt Plus,Willie,3,5
4931,Gilley's,Katie,4,2
4932,Sushiro,Kim,5,1
4934,Esther's Kitchen,Robert,5,7
4935,Hokkaido Teppanyaki Steak House,Patrick,4,2
4936,Yard House,LuLu,5,0
4937,Yummy Grill & Sushi,James,5,1
4938,Esther's Kitchen,Ivan,5,2
4939,Hyde Bellagio,Caroline,4,1
4940,Lotus of Siam,Dimartin,4,1
4942,Foundation Room,Lori,2,4
4943,Esther's Kitchen,Cynthia,4,12
4944,Esther's Kitchen,Zachary,5,3
4945,Andre's Bistro & Bar,Rio,2,2
4946,Lotus of Siam,Andrea,4,0
4947,Rick's Rollin Smoke BBQ & Tavern,Bill,4,2
4948,Lotus of Siam,Letitia,4,3
4949,Lotus of Siam,Song,5,8
4950,Yama Sushi,Teresa,4,0
4952,Yama Sushi,Renee,3,0
4953,Black Tap,Alice,4,1
4954,Esther's Kitchen,Georgette,5,11
4955,Izakaya Go,Brandon,4,8
4956,Lotus of Siam,Tony,4,2
4957,Smooth Eats,Preston,5,6
4959,Pour Coffeehouse,Matt,5,2
4961,Hyde Bellagio,Brena,4,0
4962,Flock & Fowl,Christina,3,0
4963,The Olive Mediterranean Grill,Megan,3,0
4964,Aloha Kitchen & Bar,Katherine,3,11
4965,Lotus of Siam,Rosanna,4,2
4967,Black Tap,Dana,5,3
4968,Black Tap,Samantha,4,2
4969,Beerhaus,Erin,4,3
4970,Rachel's Kitchen,Ayla,5,1
4971,Lotus of Siam,Rob,4,1
4972,Izakaya Go,Janet,3,0
4973,Black Tap,Brittany,5,7
4974,Aloha Kitchen & Bar,John,4,0
4975,Aloha Kitchen & Bar,Kimberly,1,2
4976,Ichabod's Lounge,Sherri,4,7
4977,Lotus of Siam,Marissa,5,5
4978,Esther's Kitchen,Monique,5,2
4979,Eclipse Theaters,April,3,5
4980,Good Fella Korean Bistro,Rowena,4,2
4983,The Capital Grille,Poco,5,18
4985,Black Tap,Justin,2,1
4986,Lotus of Siam,Vickie,5,1
4987,Andre's Bistro & Bar,Annie,4,5
4988,Lotus of Siam,Samantha,3,1
4989,Partage,Alain,5,19
4991,Flock & Fowl,Anita,5,0
4992,Panevino Italian Grille,Charles,5,0
4994,Izakaya Go,Steve,4,1
4995,Esther's Kitchen,Laurel,5,1
4996,Lotus of Siam,Sheshanna,2,6
4998,Lotus of Siam,Jason,4,6
4999,Izakaya Go,Crystal,5,0
5000,Juice 'N' Go,Amanda,5,8
5001,Izakaya Go,Stephy,4,0
5002,Mamma Olivia,Viri,5,31
5003,Tropical Smoothie Cafe,Crystal,2,1
5004,Izakaya Go,Justin,5,4
5005,Lotus of Siam,Emely,4,2
5006,Andre's Bistro & Bar,Rebecca,3,12
5007,Black Tap,Ziyan,3,0
5008,Hyde Bellagio,Crystal,4,1
5009,Juice Press,Tiffany,3,25
5010,Esther's Kitchen,Lisa,4,8
5011,Libertine Social,Daniel,5,0
5012,The Capital Grille,Busayo,5,10
5013,Black Tap,Christina,4,1
5014,Yummy Grill & Sushi,Lynn,3,0
5015,Lotus of Siam,LE,2,1
5016,Lotus of Siam,Simon,4,1
5017,Andre's Bistro & Bar,Melonie,4,0
5018,Lotus of Siam,Kareem,5,4
5019,Partage,Annie,5,10
5020,Lotus of Siam,Sharon,5,1
5021,Prosecco Fresh Italian Kitchen,Lisa,3,4
5022,BF Sushi,Darius,4,4
5023,The Olive Mediterranean Grill,Jesus,5,0
5024,Lotus of Siam,Uriel,5,1
5025,Esther's Kitchen,Alex,5,7
5026,Koi Restaurant,Christine,5,45
5027,Black Tap,Nick,4,3
5028,Libertine Social,Mike,2,16
5029,Lotus of Siam,Lydia,3,0
5030,Rachel's Kitchen,Drew,2,0
5031,Lotus of Siam,Chloe,3,7
5032,Flock & Fowl,Andy,4,1
5033,The Capital Grille,Priya,5,10
5034,Lotus of Siam,Michelle,5,3
5035,Black Tap,Myra,4,4
5036,Lotus of Siam,Alexander,5,4
5037,Tommy Rocker's Mojave Beach Bar & Grill,Sanaz,3,6
5038,Libertine Social,Nathan,5,2
5039,Yard House,Melonie,5,0
5040,The Capital Grille,Steph,5,1
5041,Black Tap,Kimberly,5,1
5042,Yama Sushi,Tiffany,5,0
5043,Lotus of Siam,April,5,4
5044,Lotus of Siam,Andrew,3,0
5045,Esther's Kitchen,Nichole,5,0
5046,Smooth Eats,Julie,3,0
5047,Black Tap,Ben,5,6
5048,Yama Sushi,Shana,4,1
5049,Foundation Room,Susan,5,40
5050,Eclipse Theaters,Sanaz,4,7
5051,Beerhaus,Heather,4,16
5052,Black Tap,Casey,4,32
5053,Panevino Italian Grille,Joanne,5,0
5054,The Capital Grille,Jennae,5,2
5055,Partage,Steve,4,4
5056,Lotus of Siam,Annie,4,5
5057,Rick's Rollin Smoke BBQ & Tavern,Brent,2,45
5059,Lotus of Siam,Chariya,4,4
5060,Lotus of Siam,Ryan,5,0
5061,Distill - A Local Bar,Kelly,4,4
5062,Libertine Social,Hayley,4,3
5063,Black Tap,Suzanne,4,0
5064,BF Sushi,Mike,5,1
5065,Sushiro,Donna,4,3
5066,Lotus of Siam,Chuck,5,1
5067,Lotus of Siam,Pauline,5,12
5068,Yard House,Rainier,4,6
5069,Yard House,Sarama,3,0
5070,Lotus of Siam,Suzanne,2,11
5071,Mamma Olivia,Todd,3,3
5072,The Capital Grille,Dee,5,11
5074,Esther's Kitchen,Kacy,4,0
5075,Lotus of Siam,Stephanie,5,7
5076,Lotus of Siam,Ivan,4,3
5077,Libertine Social,Carey,5,4
5078,Izakaya Go,Nicole,5,2
5080,Black Tap,Emily,4,0
5081,Foundation Room,Thuong,4,13
5082,Lotus of Siam,Jeremy,4,2
5083,Aloha Kitchen & Bar,Melony,5,15
5084,Lotus of Siam,Lucy,4,6
5085,Esther's Kitchen,Crystal,5,9
5086,Yama Sushi,Amanda,5,1
5087,Panevino Italian Grille,Michael,5,9
5088,Foundation Room,Salma,3,4
5089,Lotus of Siam,Candace,4,3
5091,Lotus of Siam,Rod,5,82
5092,Yard House,Gregory,5,5
5093,Tequila Taqueria,Janis,3,0
5094,Lotus of Siam,Jackie,5,0
5095,Black Tap,Jane,3,0
5096,BF Sushi,Peaches,3,0
5097,The Capital Grille,Michele,1,6
5098,Hokkaido Teppanyaki Steak House,Angel,5,2
5099,Flock & Fowl,Robyn,3,1
5100,Esther's Kitchen,Hector,5,5
5101,Tropical Smoothie Cafe,Precious,5,0
5102,Flock & Fowl,Sarah,4,2
5103,Beerhaus,Jack,3,0
5104,Gilley's,Elizabeth,4,0
5105,Lotus of Siam,Leanne,4,1
5106,Juice Press,Benedict,2,5
5107,Partage,Gary FX,5,9
5108,Partage,Zachary,5,0
5109,Lotus of Siam,Tifanie,5,4
5110,PKWY Tavern Tivoli,Shelly,5,0
5111,Beerhaus,Keturah,4,0
5112,Hooters,Crystal,2,4
5113,Esther's Kitchen,Cathy,5,18
5114,Tropical Smoothie Cafe,Emeri,1,1
5115,BF Sushi,William,4,69
5116,Eclipse Theaters,Agnes,3,8
5117,Zest - Bistro & Bar,Glenn,5,1
5120,Mamma Olivia,Sarah,1,3
5121,Prosecco Fresh Italian Kitchen,Bryan,4,4
5122,Swish,Kevin,1,3
5123,The Capital Grille,Jamie,5,3
5124,The Cuppa,Taylor,4,61
5125,Partage,Regina,4,0
5126,Smooth Eats,Gabriel,4,19
5127,Swish,Ella,3,0
5128,Flock & Fowl,Kacy,4,2
5129,Yard House,Echo,3,3
5130,Black Tap,Supriya,3,0
5131,Aloha Kitchen & Bar,Carolyn,4,24
5132,Rick's Rollin Smoke BBQ & Tavern,Josh,4,1
5133,The Charcoal Room,Steven,5,2
5134,Aloha Kitchen & Bar,Debrah,4,1
5135,Smooth Eats,Lisa,5,8
5136,Andre's Bistro & Bar,Cortney,5,13
5137,Zest - Bistro & Bar,Kristine,2,4
5138,Pineapple Park,Tommy,5,0
5139,Lotus of Siam,Rae,5,1
5140,Foundation Room,Ngoc,4,3
5141,Black Tap,Michelle,2,1
5142,Tropical Smoothie Cafe,Kim,3,0
5143,Lotus of Siam,D'Arcy,5,10
5144,Flock & Fowl,Gary FX,5,3
5146,Eclipse Theaters,Ashley,4,0
5147,Swish,Bob,5,5
5148,Andre's Bistro & Bar,Alice,5,7
5149,Black Tap,Lindsey,4,0
5150,Lotus of Siam,Meimei,5,1
5151,Hyde Bellagio,Michael,5,7
5153,The Cuppa,Eric,4,11
5154,Izakaya Go,Leona,5,3
5155,Izakaya Go,Donna,4,2
5156,Yama Sushi,Dave,5,1
5157,Black Tap,Ashley,4,0
5158,Mamma Olivia,Christine,4,4
5159,PKWY Tavern Tivoli,Robert,3,4
5160,Aloha Kitchen & Bar,Preston,4,0
5161,Prosecco Fresh Italian Kitchen,Yanni,5,0
5162,Koi Restaurant,Charlie,3,1
5163,Eclipse Theaters,John,4,6
5164,Izakaya Go,Jeric,5,0
5165,Black Tap,Leslie,3,0
5166,Lotus of Siam,Erin,5,3
5167,Andre's Bistro & Bar,Robert,5,0
5168,Prosecco Fresh Italian Kitchen,Greg,5,7
5170,Black Tap,April,4,21
5171,Esther's Kitchen,Christina,5,7
5173,Lotus of Siam,Sara,5,0
5174,Esther's Kitchen,Alexandra,5,7
5177,The Cuppa,Ellen,5,32
5178,Yard House,Cee,5,1
5179,BF Sushi,Angel,4,0
5180,Flock & Fowl,Wing,4,6
5181,Tropical Smoothie Cafe,Peter,3,0
5182,Hyde Bellagio,Susan,5,0
5183,Black Tap,Vanessa,5,3
5184,Smooth Eats,Jem,4,1
5185,Dairy Queen,Annemarie,4,1
5186,Black Tap,Anitra,4,0
5187,Esther's Kitchen,Freddy,4,1
5188,Pineapple Park,Kristen,4,0
5189,Eclipse Theaters,Sandra,5,12
5190,Lotus of Siam,Jazz,5,10
5191,Flock & Fowl,Minji,3,0
5193,Flock & Fowl,Danielle,5,4
5195,Lotus of Siam,Ramona,5,1
5196,Panevino Italian Grille,Glory,5,3
5197,Andre's Bistro & Bar,Rowena,5,2
5198,Panevino Italian Grille,Kat,4,0
5199,Smooth Eats,Ramona,5,1
5200,Black Tap,Dianna,3,0
5201,Black Tap,Nettifer,2,2
5202,The Cuppa,Katherine,5,0
5203,Yama Sushi,Elyzabeth,3,1
5204,Zest - Bistro & Bar,Vicki,4,0
5205,Partage,Nichole,5,1
5206,Eclipse Theaters,Georgette,3,1
5207,Lotus of Siam,Sim,5,0
5209,Yama Sushi,Lia,4,6
5210,The Charcoal Room,Sarah,4,7
5211,Flock & Fowl,Rolly,3,2
5212,Mamma Olivia,Samuel,2,0
5213,PKWY Tavern Tivoli,Stefany,3,42
5214,Flock & Fowl,Cassandra,4,1
5215,Flock & Fowl,Rebecca,4,5
5216,Izakaya Go,Linh,3,71
5218,Village Pub & Poker,Mason,4,4
5219,Esther's Kitchen,Steve,4,0
5220,Stephano's Greek & Mediterranean Grill,Emily,4,0
5221,Lotus of Siam,Shayna,4,0
5222,Esther's Kitchen,Michael,4,25
5223,Eclipse Theaters,Bryan,5,2
5224,Lotus of Siam,Peter,3,6
5225,Tropical Smoothie Cafe,Ashley,4,0
5226,Aloha Kitchen & Bar,Edith,4,4
5227,Zest - Bistro & Bar,Grace,5,0
5228,Black Tap,Judy,3,1
5229,BF Sushi,Peter,4,2
5231,Lotus of Siam,Gregg,5,14
5232,Lotus of Siam,Chong,5,4
5233,Yummy Grill & Sushi,Lillian Faye,5,0
5234,Rachel's Kitchen,Ming,4,0
5236,Izakaya Go,Mary Ann,5,0
5237,Yama Sushi,Ron,5,0
5238,Flock & Fowl,Ramon,3,1
5240,The Cuppa,Nicole,4,4
5241,Izakaya Go,Esther,5,1
5242,Hooters,Sam,4,0
5243,Esther's Kitchen,Casey,5,0
5244,Flock & Fowl,Eunice,3,4
5245,Tiki Di Amore,Heather,5,12
5246,Lotus of Siam,Jane,4,2
5247,Tropical Smoothie Cafe,Randy,3,0
5248,Tropical Smoothie Cafe,Myron,3,0
5249,Eclipse Theaters,Pilar,4,2
5250,Beerhaus,Chris,5,0
5251,The Olive Mediterranean Grill,Mallorie,4,0
5252,Black Tap,Becky,4,5
5253,Black Tap,James,5,1
5254,Black Tap,Sara,5,1
5255,Black Tap,Willie,3,4
5256,Distill - A Local Bar,Breanna,1,0
5257,Izakaya Go,Colby,5,10
5258,Black Tap,Heather,5,5
5259,The Charcoal Room,Lauren,5,1
5260,Hooters,Walter,3,3
5261,Lotus of Siam,Brad,5,0
5262,Black Tap,Sarah,5,5
5263,Eclipse Theaters,Darnell,4,0
5264,Izakaya Go,Brad,2,0
5265,Libertine Social,Kelly,5,6
5266,Black Tap,Lissa,4,10
5268,Black Tap,Natasha,4,2
5269,Panevino Italian Grille,Jim,5,1
5270,Partage,Larry,5,3
5271,Flock & Fowl,Kevin,2,15
5272,Lotus of Siam,Georgette,5,52
5273,Libertine Social,Sam,5,2
5274,Hyde Bellagio,Marcella,3,0
5276,Lotus of Siam,Kevin,4,2
5277,Lotus of Siam,Lisa,5,2
5278,The Olive Mediterranean Grill,Jennifer,4,9
5279,The Capital Grille,Rowena,5,2
5280,Eclipse Theaters,Chuck,4,0
5281,Smooth Eats,Dominique,5,23
5282,The Charcoal Room,Joe,5,1
5283,Black Tap,Joe,5,0
5284,Tropical Smoothie Cafe,Robin,3,1
5285,Lotus of Siam,Yin,4,1
5286,Black Tap,Carnita,4,3
5287,Flock & Fowl,Zachary,4,0
5288,Lotus of Siam,Danielle,3,0
5289,Foundation Room,Kelly,5,0
5290,Black Tap,Courtney,4,0
5291,The Capital Grille,Jones,5,6
5292,The Capital Grille,Tiffani,5,3
5293,Naka Sushi,Patrick,4,1
5294,Black Tap,Diane,4,0
5295,Izakaya Go,Larry,3,8
5296,Andre's Bistro & Bar,Gerry,4,1
5297,Esther's Kitchen,Gerry,3,6
5298,Izakaya Go,Daniel,5,0
5299,Sierra Gold,Sara,1,8
5300,Panevino Italian Grille,Duri,4,38
5301,Black Tap,Alexis,4,0
5302,Lotus of Siam,Tovan,5,1
5303,Flock & Fowl,Stan,4,4
5305,Yard House,Brittany,5,1
5306,Beerhaus,Abby,4,0
5307,Black Tap,Selina,5,1
5308,Flock & Fowl,Chris,5,19
5309,Hyde Bellagio,Jennifer,4,0
5310,Andre's Bistro & Bar,Danielle,2,7
5311,"Ringer Wings, Pizza & Sliders",Gianna,1,1
5312,BF Sushi,Sarah,3,5
5313,Eclipse Theaters,Brandon,2,1
5314,Flock & Fowl,Brett,4,0
5315,Koi Restaurant,Tony,3,3
5316,Black Tap,Zachary,4,1
5318,Lotus of Siam,Emma,4,0
5319,Andre's Bistro & Bar,Levon,5,3
5321,Lotus of Siam,Shirley,4,0
5322,Flock & Fowl,Julianne,4,5
5323,Panevino Italian Grille,David,3,0
5324,Eclipse Theaters,Judy,5,43
5325,Pineapple Park,Arlyn,5,0
5326,Black Tap,Khadijah,4,2
5327,Zest - Bistro & Bar,Ashley,5,3
5328,Beerhaus,Tyler,4,2
5329,Izakaya Go,Kimberly,5,1
5330,Izakaya Go,Tada,3,4
5331,Smooth Eats,Asya,5,0
5332,Flock & Fowl,Stefany,3,43
5333,Rick's Rollin Smoke BBQ & Tavern,George,5,0
5334,Lotus of Siam,Lin,5,10
5335,Yard House,Susan,5,113
5337,Flock & Fowl,Carly,4,0
5338,Black Tap,Patrick,4,3
5339,Sushiro,Aseem,4,0
5340,Gilley's,Rachel,5,0
5341,Andre's Bistro & Bar,Priya,5,3
5342,Hyde Bellagio,Michelle,3,1
5343,Yummy Grill & Sushi,Zara-Maria,5,40
5344,Yama Sushi,Jeannette,5,0
5345,The Olive Mediterranean Grill,Justin,4,26
5346,Andre's Bistro & Bar,Lisa,4,18
5347,Black Tap,Marvin,5,0
5348,Foundation Room,Donna,5,2
5349,Lotus of Siam,Adam,5,2
5351,Black Tap,Latoya,5,12
5353,Distill - A Local Bar,Andy,3,4
5354,Good Fella Korean Bistro,Diana,5,0
5355,Black Tap,Chelsea,5,0
5356,Panevino Italian Grille,Caitlin,2,0
5358,Black Tap,Keilyn,2,0
5359,Black Tap,Marisela,4,1
5360,Rick's Rollin Smoke BBQ & Tavern,Suzanne,5,6
5361,Flock & Fowl,Laurent,5,4
5362,Naka Sushi,Mica,2,1
5363,Black Tap,Skyler,4,0
5364,Black Tap,Jessie,3,0
5365,Black Tap,Jen,3,3
5366,Koi Restaurant,Tiffany,2,0
5367,Beerhaus,Corey,3,1
5368,Ichabod's Lounge,Kevin,5,2
5369,Black Tap,Edgar,5,0
5370,Flock & Fowl,Hani,3,0
5371,Yard House,Tim,4,3
5372,Rachel's Kitchen,Spencer,5,0
5373,The Capital Grille,Alexandra,5,8
5374,Lotus of Siam,Matthew,5,5
5375,Black Tap,Ciara,1,3
5376,Good Fella Korean Bistro,Carolyn,5,14
5377,Lotus of Siam,Katherine,5,0
5378,Mamma Olivia,Steffanie,1,6
5379,Hyde Bellagio,Kevin,3,20
5380,Smooth Eats,Zahra,5,6
5381,Eclipse Theaters,Sasha,4,4
5382,Koi Restaurant,Carrie,3,3
5383,Black Tap,Lea,4,2
5385,Esther's Kitchen,Gregg,5,15
5386,Black Tap,Rachel,4,0
5387,Lotus of Siam,Leslie,5,3
5388,Lotus of Siam,John,5,6
5389,Chili's,Jin,3,0
5390,Black Tap,Shashi,4,3
5391,Eclipse Theaters,Eunice,3,10
5392,Partage,Kyle,5,9
5393,Andre's Bistro & Bar,Julie,4,10
5394,Izakaya Go,Danielle,4,0
5395,Andre's Bistro & Bar,Pat,5,1
5396,Black Tap,Cortney,3,15
5397,Andre's Bistro & Bar,Matthew,3,0
5398,Andre's Bistro & Bar,Randy,5,0
5399,Lotus of Siam,Tram,2,7
5400,Black Tap,Craig,3,1
5401,Flock & Fowl,Emily,5,2
5402,Panevino Italian Grille,Elleyne,5,0
5403,Lotus of Siam,Joe,4,2
5404,The Capital Grille,James,3,1
5405,Lotus of Siam,Sarah,5,2
5406,Black Tap,Matthew,5,2
5407,Black Tap,Lisa,5,14
5408,Black Tap,Marlon,5,45
5409,Black Tap,Chebet,5,2
5410,Lotus of Siam,Kathy,5,1
5411,Lotus of Siam,Nancy,4,5
5412,Lotus of Siam,Dan,5,4
5413,Black Tap,JX,5,2
5414,Black Tap,Bob,4,8
5415,Lotus of Siam,JD,4,7
5416,Esther's Kitchen,Gary FX,5,60
5417,Esther's Kitchen,Tom,5,1
5418,Partage,Caroline,5,8
5419,Flock & Fowl,Jessica,5,3
5420,"Ringer Wings, Pizza & Sliders",Jen,1,4
5421,Andre's Bistro & Bar,Sridevi,5,0
5422,Esther's Kitchen,Taylor,4,60
5423,Esther's Kitchen,Ashley,4,0
5424,Ichabod's Lounge,Eiprheel,5,5
5425,Esther's Kitchen,Rod,5,97
5426,Lotus of Siam,Katelin,5,10
5427,Yama Sushi,Nima,5,1
5428,Izakaya Go,james,5,0
5430,Black Tap,Bianca,5,4
5431,Pour Coffeehouse,Marissa,5,4
5432,Village Pub & Grill,David,4,3
5433,Village Pub & Grill,Steve,3,0
5434,Esther's Kitchen,Norm,5,32
5435,Mamma Olivia,Mayci,2,4
5436,Prosecco Fresh Italian Kitchen,Blake,5,2
5437,Black Tap,Robert,4,0
5438,Lotus of Siam,Kaitlyn,5,6
5439,PKWY Tavern Tivoli,Ella,5,1
5441,Black Tap,Jay,5,1
5442,Flock & Fowl,Rita,5,2
5443,Izakaya Go,Lisa,3,2
5444,Hyde Bellagio,Ashley,3,2
5445,Rick's Rollin Smoke BBQ & Tavern,Sarah,5,2
5446,PKWY Tavern Tivoli,Raina,1,15
5447,Koi Restaurant,Loree,3,1
5448,Lotus of Siam,Patrick,5,0
5449,Pour Coffeehouse,Nicole,4,4
5450,Lotus of Siam,Vanessa,4,3
5451,Yama Sushi,Tan Lo,4,5
5452,Esther's Kitchen,Cheyenne,5,4
5453,Esther's Kitchen,Larry,5,1
5454,Lotus of Siam,George,4,2
5455,Black Tap,Paul,2,21
5456,Yummy Grill & Sushi,Sarah,5,5
5457,McCall's Heartland Grill,Sherry,4,1
5458,Aloha Kitchen & Bar,Jose,4,0
5459,Smooth Eats,Kelly,4,10
5460,Flock & Fowl,Chelsi,4,2
5461,The Capital Grille,Amy,4,10
5462,Beerhaus,Michael,4,5
5463,Black Tap,Ruby,4,3
5464,Hyde Bellagio,Sophia,1,6
5465,Juice 'N' Go,Christina,5,6
5466,Partage,Judy,4,0
5467,Rick's Rollin Smoke BBQ & Tavern,Ben,4,2
5468,Partage,Suki,5,68
5469,Pour Coffeehouse,Trixie,5,24
5470,Cheba Hut - Durango,Tierney,5,3
5471,Pour Coffeehouse,Isha,5,3
5472,Nozomi Sushi,Renee,2,11
5473,The Cuppa,Lauren,5,0
5474,Black Tap,Darrell,2,1
5475,Esther's Kitchen,Francesco,5,3
5476,Foundation Room,Jessica,3,3
5477,Black Tap,Nikki,5,0
5478,Distill - A Local Bar,Afshin,4,14
5479,Eclipse Theaters,Kye,4,5
5480,Black Tap,Krystal,5,15
5481,Jumbo Super Buffet,Cj,2,7
5482,Esther's Kitchen,Bailey,4,22
